method,lambda,feature,coefficient
SCAD Logistic via LLA,5.0,V042,0.09210029423575396
SCAD Logistic via LLA,5.0,V043,-0.08505265349514746
SCAD Logistic via LLA,5.0,V044,-0.05929591359380539
SCAD Logistic via LLA,5.0,V045,0.08097114512235964
SCAD Logistic via LLA,5.0,V046,-0.016237849952927742
SCAD Logistic via LLA,5.0,V047,0.08909973660253911
SCAD Logistic via LLA,5.0,V048,0.04441992573070069
SCAD Logistic via LLA,5.0,V049,0.25898856293543615
SCAD Logistic via LLA,5.0,V050,-0.07195973133823032
SCAD Logistic via LLA,5.0,V054,0.12653909885168754
SCAD Logistic via LLA,5.0,V055,0.02984587618521607
SCAD Logistic via LLA,5.0,V056,-0.08403029762228795
SCAD Logistic via LLA,5.0,V057,0.0969407592721803
SCAD Logistic via LLA,5.0,V058,-0.044034160296368065
SCAD Logistic via LLA,5.0,V059,0.013858612481218885
SCAD Logistic via LLA,5.0,V061,-0.10734376474370592
SCAD Logistic via LLA,5.0,V062,0.11930371556576103
SCAD Logistic via LLA,5.0,V063,0.008615858755634665
SCAD Logistic via LLA,5.0,V064,-0.07414305976983696
SCAD Logistic via LLA,5.0,V066,-0.08818800535639634
SCAD Logistic via LLA,5.0,V067,-0.007303967137304986
SCAD Logistic via LLA,5.0,V068,0.03161997747286347
SCAD Logistic via LLA,5.0,V072,-0.014346930331862573
SCAD Logistic via LLA,5.0,V073,-0.0192250782481768
SCAD Logistic via LLA,5.0,V074,0.10430494519657543
SCAD Logistic via LLA,5.0,V075,0.0005512274843368821
SCAD Logistic via LLA,5.0,V078,0.018021716269893465
SCAD Logistic via LLA,5.0,V079,-0.021373152558659844
SCAD Logistic via LLA,5.0,V082,-0.005071310225963724
SCAD Logistic via LLA,5.0,V083,-0.03766110237087485
SCAD Logistic via LLA,5.0,V084,0.050383610468037875
SCAD Logistic via LLA,5.0,V086,-0.0735760217386468
SCAD Logistic via LLA,5.0,V088,-0.023204706654899827
SCAD Logistic via LLA,5.0,V089,-0.06533647403065684
SCAD Logistic via LLA,5.0,V092,-0.02534947188945961
SCAD Logistic via LLA,5.0,V095,-0.01483220082973213
SCAD Logistic via LLA,5.0,V096,0.02065106545015011
SCAD Logistic via LLA,5.0,V102,0.01391634605786741
SCAD Logistic via LLA,5.0,V103,0.006879111798047631
SCAD Logistic via LLA,5.0,V104,-0.06293815540328274
SCAD Logistic via LLA,5.0,V105,0.00476071702619076
SCAD Logistic via LLA,5.0,V107,0.035589751642097454
SCAD Logistic via LLA,5.0,V110,-0.04292630968340679
SCAD Logistic via LLA,5.0,V114,0.005170222420496922
SCAD Logistic via LLA,5.0,V115,0.025949050293704395
SCAD Logistic via LLA,5.0,V116,-0.02851239236185247
SCAD Logistic via LLA,5.0,V117,0.04552963396791342
SCAD Logistic via LLA,5.0,V118,0.03473557253342518
SCAD Logistic via LLA,5.0,V119,0.0033465219121046955
SCAD Logistic via LLA,5.0,V120,0.06538281788351669
SCAD Logistic via LLA,5.0,V121,0.034668071765904314
SCAD Logistic via LLA,5.0,V122,0.030028918016259815
SCAD Logistic via LLA,5.0,V123,0.0007464162665797348
SCAD Logistic via LLA,5.0,V124,-0.017342995404488488
SCAD Logistic via LLA,5.0,V126,-0.037142845703369454
SCAD Logistic via LLA,5.0,V127,-0.014275172263435443
SCAD Logistic via LLA,5.0,V128,-0.07716194628908868
SCAD Logistic via LLA,5.0,V130,0.018040416025908078
SCAD Logistic via LLA,5.0,V131,-0.09050984213804195
SCAD Logistic via LLA,5.0,V132,-0.020169608710697236
SCAD Logistic via LLA,5.0,V133,-0.0043155393279095695
SCAD Logistic via LLA,5.0,V134,0.007118697761221889
SCAD Logistic via LLA,5.0,V135,0.01542215046080694
SCAD Logistic via LLA,5.0,V136,0.0320658848124804
SCAD Logistic via LLA,5.0,V137,0.09546228354488856
SCAD Logistic via LLA,5.0,V138,0.11957053063694272
SCAD Logistic via LLA,5.0,V139,-0.04015978361719082
SCAD Logistic via LLA,5.0,V140,-0.07131372168865496
SCAD Logistic via LLA,5.0,V141,0.11652905018751865
SCAD Logistic via LLA,5.0,V142,0.02982554922358014
SCAD Logistic via LLA,5.0,V143,0.004821667118386694
SCAD Logistic via LLA,5.0,V145,0.04709309796042256
SCAD Logistic via LLA,5.0,V147,-0.035207077359037976
SCAD Logistic via LLA,5.0,V148,-0.03430459785343206
SCAD Logistic via LLA,5.0,V150,0.06724064663372661
SCAD Logistic via LLA,5.0,V151,-0.030874442890264198
SCAD Logistic via LLA,5.0,V152,0.01688916219294674
SCAD Logistic via LLA,5.0,V153,-0.10477883800696652
SCAD Logistic via LLA,5.0,V154,-0.050526246106364546
SCAD Logistic via LLA,5.0,V155,-0.03529311963512371
SCAD Logistic via LLA,5.0,V156,-0.030454200591724774
SCAD Logistic via LLA,5.0,V157,-0.008699217364838623
SCAD Logistic via LLA,5.0,V158,-0.011779611868686323
SCAD Logistic via LLA,5.0,V159,0.04105861981921606
SCAD Logistic via LLA,5.0,V160,-0.0619826310212101
SCAD Logistic via LLA,5.0,V162,-0.10226153744690838
SCAD Logistic via LLA,5.0,V163,-0.04178353892162344
SCAD Logistic via LLA,5.0,V164,0.08545506254518792
SCAD Logistic via LLA,5.0,V165,0.048415570562600284
SCAD Logistic via LLA,5.0,V166,0.10979895096800105
SCAD Logistic via LLA,5.0,V167,-0.031062209350394394
SCAD Logistic via LLA,5.0,V168,-0.05606629205689882
SCAD Logistic via LLA,5.0,V169,-0.11606797087736014
SCAD Logistic via LLA,5.0,V171,-0.01214900909885018
SCAD Logistic via LLA,5.0,V173,0.011597750566506432
SCAD Logistic via LLA,5.0,V176,-0.03530784191200701
SCAD Logistic via LLA,5.0,V177,-0.0014513991434574852
SCAD Logistic via LLA,5.0,V178,0.026315865258463817
SCAD Logistic via LLA,5.0,V180,-0.04820712782934274
SCAD Logistic via LLA,5.0,V181,-0.0050164384519038535
SCAD Logistic via LLA,5.0,V183,0.030950307335077188
SCAD Logistic via LLA,5.0,V184,-0.02193913719623638
SCAD Logistic via LLA,5.0,V185,0.05501464899969129
SCAD Logistic via LLA,5.0,V186,0.032259310352700465
SCAD Logistic via LLA,5.0,V187,0.05858811578976754
SCAD Logistic via LLA,5.0,V188,-0.03610117409748419
SCAD Logistic via LLA,5.0,V189,-0.006501768345076554
SCAD Logistic via LLA,5.0,V190,0.005678130819278985
SCAD Logistic via LLA,5.0,V191,-0.030403197645430043
SCAD Logistic via LLA,5.0,V192,0.02046083765188368
SCAD Logistic via LLA,5.0,V193,-0.0037250709052498174
SCAD Logistic via LLA,5.0,V194,-0.062498663179246274
SCAD Logistic via LLA,5.0,V195,0.008004198890458602
SCAD Logistic via LLA,5.0,V196,0.05232461950120093
SCAD Logistic via LLA,5.0,V197,0.07228692980528245
SCAD Logistic via LLA,5.0,V198,0.055776217005000274
SCAD Logistic via LLA,5.0,V199,0.022030426015186157
SCAD Logistic via LLA,5.0,V200,-0.05764610210098438
SCAD Logistic via LLA,5.0,V201,-0.047623743439551856
SCAD Logistic via LLA,5.0,V202,0.02202650136689744
SCAD Logistic via LLA,5.0,V203,-0.04299522897185319
SCAD Logistic via LLA,5.0,V204,0.0014677705078218071
SCAD Logistic via LLA,5.0,V205,0.10336272766507344
SCAD Logistic via LLA,5.0,V206,-0.08024099181575062
SCAD Logistic via LLA,5.0,V207,-0.026820518357277882
SCAD Logistic via LLA,5.0,V208,0.07877388408930144
SCAD Logistic via LLA,5.0,V210,0.026245414022969087
SCAD Logistic via LLA,5.0,V212,0.11965046008664956
SCAD Logistic via LLA,5.0,V213,-0.009537407393748223
SCAD Logistic via LLA,5.0,V214,0.05523514311469725
SCAD Logistic via LLA,5.0,V215,0.061661610101584975
SCAD Logistic via LLA,5.0,V217,-0.043122841053509955
SCAD Logistic via LLA,5.0,V218,-0.02251227721319437
SCAD Logistic via LLA,5.0,V220,-0.007911872290689445
SCAD Logistic via LLA,5.0,V221,-0.053624941767890934
SCAD Logistic via LLA,5.0,V222,-0.08613178398811859
SCAD Logistic via LLA,5.0,V223,-0.017524058239199322
SCAD Logistic via LLA,5.0,V224,-0.05839965305280771
SCAD Logistic via LLA,5.0,V225,-0.020117554620833127
SCAD Logistic via LLA,5.0,V227,-0.11790727637630567
SCAD Logistic via LLA,5.0,V228,-0.069931298212585
SCAD Logistic via LLA,5.0,V230,0.009721516923583595
SCAD Logistic via LLA,5.0,V232,-0.0006071884183354739
SCAD Logistic via LLA,5.0,V234,-0.01067982128474759
SCAD Logistic via LLA,5.0,V235,-0.008939856473097288
SCAD Logistic via LLA,5.0,V237,-0.04790139581535994
SCAD Logistic via LLA,5.0,V238,-0.034885755468011384
SCAD Logistic via LLA,5.0,V239,-0.022166408651763746
SCAD Logistic via LLA,5.0,V240,-0.026228832455037883
SCAD Logistic via LLA,5.0,V242,0.1039184458195956
SCAD Logistic via LLA,5.0,V243,0.0048446260472854155
SCAD Logistic via LLA,5.0,V244,-0.03883293210474664
SCAD Logistic via LLA,5.0,V245,0.016602769386650198
SCAD Logistic via LLA,5.0,V246,0.07218236795780728
SCAD Logistic via LLA,5.0,V247,0.025868278026002767
SCAD Logistic via LLA,5.0,V249,0.10677862789432477
SCAD Logistic via LLA,5.0,V250,0.01692745160176528
SCAD Logistic via LLA,5.0,V252,0.03772375425027207
SCAD Logistic via LLA,5.0,V254,-0.07160602847453826
SCAD Logistic via LLA,5.0,V255,0.0053304609046961725
SCAD Logistic via LLA,5.0,V256,-0.032111300763996396
SCAD Logistic via LLA,5.0,V257,-0.037941781212227306
SCAD Logistic via LLA,5.0,V259,-0.014168612503001308
SCAD Logistic via LLA,5.0,V260,-0.015939876994485444
SCAD Logistic via LLA,5.0,V261,0.010333376683106915
SCAD Logistic via LLA,5.0,V262,-0.03943396607716591
SCAD Logistic via LLA,5.0,V263,0.0009671729802906389
SCAD Logistic via LLA,5.0,V264,0.003825606802072708
SCAD Logistic via LLA,5.0,V265,-0.04530313146227018
SCAD Logistic via LLA,5.0,V266,0.034336288336638876
SCAD Logistic via LLA,5.0,V267,0.024121161946840726
SCAD Logistic via LLA,5.0,V268,-0.04091635250229114
SCAD Logistic via LLA,5.0,V269,0.019972094724091224
SCAD Logistic via LLA,5.0,V271,0.002568556089192836
SCAD Logistic via LLA,5.0,V275,-0.005049766379301517
SCAD Logistic via LLA,5.0,V276,0.015685891084947563
SCAD Logistic via LLA,5.0,V277,0.02581419849521551
SCAD Logistic via LLA,5.0,V278,-0.06086749852267326
SCAD Logistic via LLA,5.0,V279,-0.07823634553440129
SCAD Logistic via LLA,5.0,V280,0.02248952068571016
SCAD Logistic via LLA,5.0,V283,0.11821612415855516
SCAD Logistic via LLA,5.0,V285,0.00312430650659696
SCAD Logistic via LLA,5.0,V286,-0.09517301533082015
SCAD Logistic via LLA,5.0,V287,-0.10133847097211039
SCAD Logistic via LLA,5.0,V288,-0.013792150195862812
SCAD Logistic via LLA,5.0,V290,0.0040252590865068934
SCAD Logistic via LLA,5.0,V291,0.022967845872690316
SCAD Logistic via LLA,5.0,V292,-0.057918330972179896
SCAD Logistic via LLA,5.0,V293,-0.01636055194677536
SCAD Logistic via LLA,5.0,V295,0.003493459692953519
SCAD Logistic via LLA,5.0,V296,-0.009549048693350886
SCAD Logistic via LLA,5.0,V297,-0.1422369197666981
SCAD Logistic via LLA,5.0,V298,-0.03954362601590532
SCAD Logistic via LLA,5.0,V299,-0.08830655101609117
SCAD Logistic via LLA,5.0,V300,0.05510845358805759
SCAD Logistic via LLA,5.0,V301,-0.02112064205842629
SCAD Logistic via LLA,5.0,V302,0.0656906773245566
SCAD Logistic via LLA,5.0,V303,0.024639713809377857
SCAD Logistic via LLA,5.0,V304,-0.0614850475388541
SCAD Logistic via LLA,5.0,V305,-0.06497172887901785
SCAD Logistic via LLA,5.0,V306,-0.0312645385758939
SCAD Logistic via LLA,5.0,V307,-0.0790844108150752
SCAD Logistic via LLA,5.0,V308,0.0359384363403704
SCAD Logistic via LLA,5.0,V309,0.05780503757256479
SCAD Logistic via LLA,5.0,V310,0.0921726998404297
SCAD Logistic via LLA,5.0,V311,-0.09826598606525125
SCAD Logistic via LLA,5.0,V312,0.016597928851740815
SCAD Logistic via LLA,5.0,V313,0.007332152901826969
SCAD Logistic via LLA,5.0,V314,-0.04339116393704941
SCAD Logistic via LLA,5.0,V315,0.03381661198927349
SCAD Logistic via LLA,5.0,V316,-0.01358521417674514
SCAD Logistic via LLA,5.0,V318,0.07528683610654971
SCAD Logistic via LLA,5.0,V321,0.027503974484282195
SCAD Logistic via LLA,5.0,V322,0.06200664113165455
SCAD Logistic via LLA,5.0,V323,-0.010298003645682502
SCAD Logistic via LLA,5.0,V324,-0.1630627686273001
SCAD Logistic via LLA,5.0,V326,-0.02082965703261901
SCAD Logistic via LLA,5.0,V327,-0.011187960992561488
SCAD Logistic via LLA,5.0,V328,-0.025434044489347656
SCAD Logistic via LLA,5.0,V329,-0.010378121354123852
SCAD Logistic via LLA,5.0,V330,0.052032038203222275
SCAD Logistic via LLA,5.0,V331,0.06318703241026215
SCAD Logistic via LLA,5.0,V333,0.0041514241696622755
SCAD Logistic via LLA,5.0,V334,0.07534284904759114
SCAD Logistic via LLA,5.0,V335,-0.024042961131401242
SCAD Logistic via LLA,5.0,V336,-0.010466691762986213
SCAD Logistic via LLA,5.0,V338,-0.02998712859133999
SCAD Logistic via LLA,5.0,V340,0.018695183605663683
SCAD Logistic via LLA,5.0,V341,0.07260637140363034
SCAD Logistic via LLA,5.0,V342,0.0004192571423822438
SCAD Logistic via LLA,5.0,V343,0.0339358559192861
SCAD Logistic via LLA,5.0,V344,-0.08446871307444724
SCAD Logistic via LLA,5.0,V345,0.05153335965351067
SCAD Logistic via LLA,5.0,V346,-0.01647903887212365
SCAD Logistic via LLA,5.0,V347,0.006628872056017372
SCAD Logistic via LLA,5.0,V348,-0.08241797079062138
SCAD Logistic via LLA,5.0,V349,0.11165337972501488
SCAD Logistic via LLA,5.0,V350,0.06380008094854388
SCAD Logistic via LLA,5.0,V351,0.017463054555611222
SCAD Logistic via LLA,5.0,V352,0.00763977802732563
SCAD Logistic via LLA,5.0,V353,0.06100480214900641
SCAD Logistic via LLA,5.0,V354,0.04096310964555472
SCAD Logistic via LLA,5.0,V356,-0.002909136220343265
SCAD Logistic via LLA,5.0,V358,-0.03446658926477092
SCAD Logistic via LLA,5.0,V359,0.05674286496956528
SCAD Logistic via LLA,5.0,V360,0.03604665610271781
SCAD Logistic via LLA,5.0,V362,0.03884224588501682
SCAD Logistic via LLA,5.0,V364,0.04846439456027442
SCAD Logistic via LLA,5.0,V365,0.03367147689268492
SCAD Logistic via LLA,5.0,V366,0.020986283767617398
SCAD Logistic via LLA,5.0,V367,0.016056711393334165
SCAD Logistic via LLA,5.0,V368,-0.002872255425713062
SCAD Logistic via LLA,5.0,V369,0.004438369951051739
SCAD Logistic via LLA,5.0,V370,-0.008556265940152387
SCAD Logistic via LLA,5.0,V371,0.035852070656788616
SCAD Logistic via LLA,5.0,V375,-0.04618329396824254
SCAD Logistic via LLA,5.0,V376,-0.03715853507751653
SCAD Logistic via LLA,5.0,V377,0.042246175603855025
SCAD Logistic via LLA,5.0,V378,-0.12178665440218812
SCAD Logistic via LLA,5.0,V380,-0.02619954259633454
SCAD Logistic via LLA,5.0,V382,-0.049183271836166456
SCAD Logistic via LLA,5.0,V383,0.08235243917443089
SCAD Logistic via LLA,5.0,V384,0.05998872151650192
SCAD Logistic via LLA,5.0,V385,0.1021944259416487
SCAD Logistic via LLA,5.0,V386,0.000735676518851962
SCAD Logistic via LLA,5.0,V388,0.018594609452854606
SCAD Logistic via LLA,5.0,V389,-0.004119417692330429
SCAD Logistic via LLA,5.0,V391,-0.0431416290005495
SCAD Logistic via LLA,5.0,V392,0.003589261024419594
SCAD Logistic via LLA,5.0,V393,-0.01734715614754774
SCAD Logistic via LLA,5.0,V394,-0.002218465736761598
SCAD Logistic via LLA,5.0,V395,-0.03440444029659058
SCAD Logistic via LLA,5.0,V396,-0.0522140787796329
SCAD Logistic via LLA,5.0,V398,-0.015010467297792712
SCAD Logistic via LLA,5.0,V400,0.051079186060043004
SCAD Logistic via LLA,5.0,V401,0.01755349462853359
SCAD Logistic via LLA,5.0,V402,-0.0002862162174774695
SCAD Logistic via LLA,5.0,V404,0.09740432990598381
SCAD Logistic via LLA,5.0,V405,-0.022520831374732594
SCAD Logistic via LLA,5.0,V406,0.010080979899895275
SCAD Logistic via LLA,5.0,V407,0.024284098929098656
SCAD Logistic via LLA,5.0,V408,-0.02176244428424139
SCAD Logistic via LLA,5.0,V409,0.0004165951569272638
SCAD Logistic via LLA,5.0,V410,-0.06330878158346816
SCAD Logistic via LLA,5.0,V411,-0.062369263290918256
SCAD Logistic via LLA,5.0,V412,-0.05876399989567038
SCAD Logistic via LLA,5.0,V413,0.06964929721835646
SCAD Logistic via LLA,5.0,V414,-0.08426670133188541
SCAD Logistic via LLA,5.0,V415,-0.08339979796958706
SCAD Logistic via LLA,5.0,V416,-0.04302223127354515
SCAD Logistic via LLA,5.0,V417,-0.02116988743353196
SCAD Logistic via LLA,5.0,V418,-0.09177058762302134
SCAD Logistic via LLA,5.0,V420,0.04917002346730769
SCAD Logistic via LLA,5.0,V421,-0.08508351143167767
SCAD Logistic via LLA,5.0,V422,-0.050987296524634886
SCAD Logistic via LLA,5.0,V423,-0.06300874391615242
SCAD Logistic via LLA,5.0,V424,-0.08789495470018736
SCAD Logistic via LLA,5.0,V425,0.15193616558843995
SCAD Logistic via LLA,5.0,V426,-0.12864226337568277
SCAD Logistic via LLA,5.0,V427,-0.015332148106824654
SCAD Logistic via LLA,5.0,V428,0.015275755610063824
SCAD Logistic via LLA,5.0,V431,-0.09628568484640523
SCAD Logistic via LLA,5.0,V432,0.1080047546198791
SCAD Logistic via LLA,5.0,V433,0.03910505421316473
SCAD Logistic via LLA,5.0,V435,0.011220691292730262
SCAD Logistic via LLA,5.0,V436,-0.003527641956990582
SCAD Logistic via LLA,5.0,V437,0.015820087301542402
SCAD Logistic via LLA,5.0,V438,-0.0217814005347523
SCAD Logistic via LLA,5.0,V439,-0.017288354171587854
SCAD Logistic via LLA,5.0,V440,0.030706804180770757
SCAD Logistic via LLA,5.0,V441,-0.010513947136005779
SCAD Logistic via LLA,5.0,V442,-0.09028227191591759
SCAD Logistic via LLA,5.0,V443,-0.05398832522472439
SCAD Logistic via LLA,5.0,V444,0.018673884120545887
SCAD Logistic via LLA,5.0,V445,-0.03932609528140207
SCAD Logistic via LLA,5.0,V446,0.12180463145876748
SCAD Logistic via LLA,5.0,V447,0.02173831787641545
SCAD Logistic via LLA,5.0,V448,-0.0350431267576211
SCAD Logistic via LLA,5.0,V449,-0.06592651876070366
SCAD Logistic via LLA,5.0,V450,-0.06178509617522848
SCAD Logistic via LLA,5.0,V451,-0.04180655594347505
SCAD Logistic via LLA,5.0,V453,0.06812483955501013
SCAD Logistic via LLA,5.0,V455,0.10775796317329692
SCAD Logistic via LLA,5.0,V457,0.05871410834141538
SCAD Logistic via LLA,5.0,V458,0.05736518465732349
SCAD Logistic via LLA,5.0,V459,0.06207808913560129
SCAD Logistic via LLA,5.0,V462,0.036198191153669
SCAD Logistic via LLA,5.0,V463,-0.04177320222185317
SCAD Logistic via LLA,5.0,V464,-0.030984655578091807
SCAD Logistic via LLA,5.0,V468,-0.037084035804500606
SCAD Logistic via LLA,5.0,V469,0.06622088716220761
SCAD Logistic via LLA,5.0,V470,-0.06909675865466769
SCAD Logistic via LLA,5.0,V472,0.08878158657597648
SCAD Logistic via LLA,5.0,V475,0.023368626404382555
SCAD Logistic via LLA,5.0,V476,0.3674079738285887
SCAD Logistic via LLA,5.0,V477,0.002754608318931824
SCAD Logistic via LLA,5.0,V478,0.0005777379189162455
SCAD Logistic via LLA,5.0,V479,0.0334982229275562
SCAD Logistic via LLA,5.0,V480,-0.020485365068634624
SCAD Logistic via LLA,5.0,V481,-0.06025878381341868
SCAD Logistic via LLA,5.0,V482,-0.11790925076121436
SCAD Logistic via LLA,5.0,V486,-0.016623157686269614
SCAD Logistic via LLA,5.0,V487,-0.051365313015090064
SCAD Logistic via LLA,5.0,V488,0.01073832524997306
SCAD Logistic via LLA,5.0,V491,0.07526736928583831
SCAD Logistic via LLA,5.0,V493,-0.029416060424583695
SCAD Logistic via LLA,5.0,V495,0.09219665093964045
SCAD Logistic via LLA,5.0,V496,-0.03477343435552973
SCAD Logistic via LLA,5.0,V497,-0.1351121088358807
SCAD Logistic via LLA,5.0,V498,0.07328828941348989
SCAD Logistic via LLA,5.0,V499,0.04096485952473368
SCAD Logistic via LLA,5.0,V500,0.002785364212712836
SCAD Logistic via LLA,10.0,V002,0.0540003581225713
SCAD Logistic via LLA,10.0,V003,0.016500893800305567
SCAD Logistic via LLA,10.0,V005,0.05632692152830735
SCAD Logistic via LLA,10.0,V006,-0.07404756789959073
SCAD Logistic via LLA,10.0,V007,-0.0065754349789884535
SCAD Logistic via LLA,10.0,V009,0.008493873521647047
SCAD Logistic via LLA,10.0,V011,-0.09281076251907229
SCAD Logistic via LLA,10.0,V013,0.044750155554653115
SCAD Logistic via LLA,10.0,V015,-0.05918823915525588
SCAD Logistic via LLA,10.0,V016,0.01568975700836002
SCAD Logistic via LLA,10.0,V018,-0.0071766362898833674
SCAD Logistic via LLA,10.0,V019,0.04892371307187649
SCAD Logistic via LLA,10.0,V020,-0.03705415305741398
SCAD Logistic via LLA,10.0,V022,0.028390232121150095
SCAD Logistic via LLA,10.0,V024,-0.030788040131313386
SCAD Logistic via LLA,10.0,V025,0.02795260199076357
SCAD Logistic via LLA,10.0,V026,0.03161224079286965
SCAD Logistic via LLA,10.0,V027,0.08722390385820675
SCAD Logistic via LLA,10.0,V028,0.007038832250569163
SCAD Logistic via LLA,10.0,V032,-0.04191548389813422
SCAD Logistic via LLA,10.0,V035,-0.023349377638836946
SCAD Logistic via LLA,10.0,V039,-0.03953802196202873
SCAD Logistic via LLA,10.0,V042,0.06627097662919977
SCAD Logistic via LLA,10.0,V043,-0.06355901236005905
SCAD Logistic via LLA,10.0,V044,-0.048255849620212635
SCAD Logistic via LLA,10.0,V045,0.06463908176686393
SCAD Logistic via LLA,10.0,V046,-0.00041477546834482623
SCAD Logistic via LLA,10.0,V047,0.06480168207817082
SCAD Logistic via LLA,10.0,V048,0.026638043239565846
SCAD Logistic via LLA,10.0,V049,0.23295735245710197
SCAD Logistic via LLA,10.0,V050,-0.04938055363481529
SCAD Logistic via LLA,10.0,V054,0.1005652844244523
SCAD Logistic via LLA,10.0,V055,0.01261950530184519
SCAD Logistic via LLA,10.0,V056,-0.06936259587753899
SCAD Logistic via LLA,10.0,V057,0.06731015568105433
SCAD Logistic via LLA,10.0,V058,-0.022523856719684078
SCAD Logistic via LLA,10.0,V061,-0.07558382301754643
SCAD Logistic via LLA,10.0,V062,0.08264602789959485
SCAD Logistic via LLA,10.0,V064,-0.05277919534677723
SCAD Logistic via LLA,10.0,V066,-0.058688561703206986
SCAD Logistic via LLA,10.0,V068,0.009486336635740444
SCAD Logistic via LLA,10.0,V072,-0.0026857364498910257
SCAD Logistic via LLA,10.0,V073,-0.004069939255022198
SCAD Logistic via LLA,10.0,V074,0.08157443587210898
SCAD Logistic via LLA,10.0,V075,0.0016111265711450703
SCAD Logistic via LLA,10.0,V079,-0.0013993138576696602
SCAD Logistic via LLA,10.0,V083,-0.016206714676651416
SCAD Logistic via LLA,10.0,V084,0.02984908203355897
SCAD Logistic via LLA,10.0,V086,-0.05676245037135926
SCAD Logistic via LLA,10.0,V088,-0.006722481166672211
SCAD Logistic via LLA,10.0,V089,-0.049947162697800244
SCAD Logistic via LLA,10.0,V092,-0.01126268954526409
SCAD Logistic via LLA,10.0,V095,-0.0020482905549532855
SCAD Logistic via LLA,10.0,V096,0.014407501263477243
SCAD Logistic via LLA,10.0,V102,0.0014538168029603238
SCAD Logistic via LLA,10.0,V103,0.003631717428683421
SCAD Logistic via LLA,10.0,V104,-0.04002751001696884
SCAD Logistic via LLA,10.0,V107,0.011969598130429918
SCAD Logistic via LLA,10.0,V110,-0.030672929728420163
SCAD Logistic via LLA,10.0,V115,0.019865003671990872
SCAD Logistic via LLA,10.0,V116,-0.006985808514580055
SCAD Logistic via LLA,10.0,V117,0.04211092730975078
SCAD Logistic via LLA,10.0,V118,0.018032598797647955
SCAD Logistic via LLA,10.0,V120,0.05538290799453906
SCAD Logistic via LLA,10.0,V121,0.024826647547845488
SCAD Logistic via LLA,10.0,V122,0.02647966417961072
SCAD Logistic via LLA,10.0,V124,-0.005623222543388029
SCAD Logistic via LLA,10.0,V126,-0.02802217167573128
SCAD Logistic via LLA,10.0,V127,-0.004785570468417899
SCAD Logistic via LLA,10.0,V128,-0.05162617624741285
SCAD Logistic via LLA,10.0,V130,0.007441115509889093
SCAD Logistic via LLA,10.0,V131,-0.058452036399761584
SCAD Logistic via LLA,10.0,V132,-0.005586667714019892
SCAD Logistic via LLA,10.0,V135,0.0018114024912488844
SCAD Logistic via LLA,10.0,V136,0.014771672197764754
SCAD Logistic via LLA,10.0,V137,0.07497470602429701
SCAD Logistic via LLA,10.0,V138,0.08357006607093734
SCAD Logistic via LLA,10.0,V139,-0.03066759843889193
SCAD Logistic via LLA,10.0,V140,-0.05165007377252571
SCAD Logistic via LLA,10.0,V141,0.0869498073307508
SCAD Logistic via LLA,10.0,V142,0.011770376860753549
SCAD Logistic via LLA,10.0,V145,0.02567507916199624
SCAD Logistic via LLA,10.0,V147,-0.02183783185268729
SCAD Logistic via LLA,10.0,V148,-0.019435404961388875
SCAD Logistic via LLA,10.0,V150,0.05543592502885183
SCAD Logistic via LLA,10.0,V151,-0.0120604138955713
SCAD Logistic via LLA,10.0,V153,-0.07965314438884594
SCAD Logistic via LLA,10.0,V154,-0.032111874852896134
SCAD Logistic via LLA,10.0,V155,-0.01908041405450025
SCAD Logistic via LLA,10.0,V156,-0.014552195818741589
SCAD Logistic via LLA,10.0,V159,0.027410729318882016
SCAD Logistic via LLA,10.0,V160,-0.04680196123289883
SCAD Logistic via LLA,10.0,V162,-0.0726481971324724
SCAD Logistic via LLA,10.0,V163,-0.023484454141194013
SCAD Logistic via LLA,10.0,V164,0.05973466410622404
SCAD Logistic via LLA,10.0,V165,0.028935082677706135
SCAD Logistic via LLA,10.0,V166,0.07849647177322203
SCAD Logistic via LLA,10.0,V167,-0.00873738002850426
SCAD Logistic via LLA,10.0,V168,-0.04057457490723464
SCAD Logistic via LLA,10.0,V169,-0.08700372962560166
SCAD Logistic via LLA,10.0,V173,0.0014610915198975541
SCAD Logistic via LLA,10.0,V176,-0.024961357329591524
SCAD Logistic via LLA,10.0,V178,0.019138078074547236
SCAD Logistic via LLA,10.0,V180,-0.025172831570986126
SCAD Logistic via LLA,10.0,V183,0.014864301933329918
SCAD Logistic via LLA,10.0,V185,0.045703622505630384
SCAD Logistic via LLA,10.0,V186,0.026538608042551266
SCAD Logistic via LLA,10.0,V187,0.03296741730292134
SCAD Logistic via LLA,10.0,V188,-0.018636987264675185
SCAD Logistic via LLA,10.0,V191,-0.016005030383267706
SCAD Logistic via LLA,10.0,V194,-0.04110866650218655
SCAD Logistic via LLA,10.0,V196,0.027984471487594604
SCAD Logistic via LLA,10.0,V197,0.0580025698000289
SCAD Logistic via LLA,10.0,V198,0.03447498128079327
SCAD Logistic via LLA,10.0,V199,0.007183873471932389
SCAD Logistic via LLA,10.0,V200,-0.050397056066679026
SCAD Logistic via LLA,10.0,V201,-0.02849851128077474
SCAD Logistic via LLA,10.0,V202,0.008387772367021101
SCAD Logistic via LLA,10.0,V203,-0.015008934768388466
SCAD Logistic via LLA,10.0,V205,0.09333403513433683
SCAD Logistic via LLA,10.0,V206,-0.0714866036600238
